Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,ResultsScore
999,7.33,0,Patrice POTTS,09 SEP 1987,USA,3,"Blacksburg, VA (USA) (i)",08 MAR 2008,1107
999,7.33,0,Jekaterina ČEKELE,24 MAY 1984,LAT,1,Tallinn (EST) (i),20 JAN 2010,1107
999,7.33,0,Ashley DUKES,29 DEC 1987,USA,2sf1,"University Park, PA (USA) (i)",29 JAN 2010,1107
999,7.33,0,Elisabeth DAVIN,03 JUN 1981,BEL,1,Gent (BEL) (i),21 FEB 2010,1107
999,7.33,0,Carissa LEVINGSTON,07 AUG 1991,USA,2f2,"Seattle, WA (USA) (i)",27 FEB 2010,1107
999,7.33,0,Mandy WHITE,23 OCT 1988,USA,1f1,"Seattle, WA (USA) (i)",06 MAR 2010,1107
999,7.33,0,Shawna ANDERSON,03 MAY 1989,JAM,2f1,"New York, NY (USA) (i)",04 FEB 2011,1107
999,7.33,0,Gabrielle GLENN,28 JAN 1989,USA,8f2,"New York, NY (USA) (i)",04 FEB 2011,1107
999,7.33,0,Kerri Ann MITCHELL,29 MAR 1983,CAN,1f1,Toronto (CAN) (i),29 JAN 2012,1107
999,7.33,0,Kylie PRICE,23 NOV 1993,USA,1h2,"Albuquerque, NM (USA) (i)",08 FEB 2013,1107
999,7.33,0,Xiaoyan XIAO,17 JUL 1994,CHN,1h5,Nanjing (CHN) (i),06 MAR 2013,1107
999,7.33,0,Anna Ramona PAPAIOANNOU,15 JUN 1989,CYP,2,Pireaus (GRE) (i),08 FEB 2014,1107
999,7.33,0,V'Alonee ROBINSON,06 MAY 1992,BAH,3h5,"College Station, TX (USA) (i)",28 FEB 2014,1107
999,7.33,0,Ada UDAYA,28 JUN 1992,USA,1,"New Haven, CT (USA) (i)",10 JAN 2015,1107
999,7.33,0,Anne Christina HAACK,15 APR 1987,GER,2f1,Karlsruhe (GER) (i),07 FEB 2015,1107
999,7.33,0,Kyra JEFFERSON,23 SEP 1994,USA,5,"Fayetteville, AR (USA) (i)",30 JAN 2016,1107
999,7.33,0,Lake KWAZA,1993,USA,1h1,"Geneva, OH (USA) (i)",26 FEB 2016,1107
999,7.33,0,J'Nea BELLAMY,1994,USA,1,"Birmingham, AL (USA) (i)",29 FEB 2016,1107
999,7.33,+1.7,Srabani NANDA,07 MAY 1991,IND,5,Kingston (JAM),28 JAN 2017,1107
999,7.33,0,Alexandra TOTH,29 JUN 1995,AUT,1,Linz (AUT) (i),17 FEB 2018,1107
999,7.33,0,D'Jenne EGHAREVBA,1997,USA,1,"Cedar Falls, IA (USA) (i)",25 FEB 2018,1107
999,7.33,0,Lisa NIPPGEN,02 APR 1997,GER,1h1,Sindelfingen (GER) (i),26 JAN 2019,1107
999,7.33,0,Katharina GROMPE,01 SEP 1993,GER,1h3,Leipzig (GER) (i),16 FEB 2019,1107
999,7.33,0,Ariyonna AUGUSTINE,12 APR 2000,USA,2h1,"Fayetteville, AR (USA) (i)",22 FEB 2019,1107
999,7.33,0,Kaysha LOVE,24 SEP 1997,USA,2f1,"Northern Arizona-Skydome, Flagstaff, AZ (USA) (i)",10 JAN 2020,1107
999,7.33,0,Tamiris DE LIZ,18 NOV 1995,BRA,1h1,"Centro Desportivo Nacional do Jamor, Lisboa (POR) (i)",10 JAN 2021,1107
999,7.33,+1.2,Gémima JOSEPH,17 OCT 2001,FRA,1h1,"Stade Edmard Lama, Remire-Montjoly (FRA)",16 JAN 2021,1107
999,7.33,0,Estelle RAFFAI GOUANINDJI,06 FEB 1998,FRA,1h2,"Stade Couvert Stephane Diagana, Eaubonne (FRA) (i)",31 JAN 2021,1107
999,7.33,0,Johanna Marie BECHTHOLD,14 JAN 1997,GER,2h2,"Helmut-Körnig-Halle, Dortmund (GER) (i)",07 FEB 2021,1107
999,7.33,0,Gorete SEMEDO,05 OCT 1996,STP,1f1,"Centro Desportivo Nacional do Jamor, Lisboa (POR) (i)",16 JAN 2022,1107
999,7.33,0,Dior HALL,02 JAN 1996,USA,1,"US Air Force Academy Cadet Field House, Colorado Springs, CO (USA) (i)",22 JAN 2022,1107
999,7.33,0,Virginia KERLEY,,USA,1sf2,"Sports Performance Center, Lubbock, TX (USA) (i)",28 JAN 2022,1107
999,7.33,0,Kiah DUBARRY-GAY,15 NOV 2001,GBR,1sf2,"Sports Performance Center, Lubbock, TX (USA) (i)",28 JAN 2022,1107
999,7.33,0,Milana TIRNANIĆ,01 SEP 1994,SRB,1f1,"BOK Csarnok, Budapest (HUN) (i)",29 JAN 2022,1107
999,7.33,0,Paulina PALUCH,03 DEC 1998,POL,1,"Hala COS OPO, Spala (POL) (i)",05 FEB 2022,1107
999,7.33,0,Raheema WESTFALL,1998,USA,1h3,"Sanford Jackrabbit Athletic Complex, Brookings, SD (USA) (i)",04 MAR 2022,1107
999,7.33,0,Nikola BENDOVÁ,04 NOV 1999,CZE,2,"Atletická hala, Ostrava (CZE) (i)",05 MAR 2022,1107
999,7.33,0,Sheleah HARRIS,,USA,2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",02 DEC 2022,1107
999,7.33,0,Sydney MCLAUGHLIN-LEVRONE,07 AUG 1999,USA,5h1,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2023,1107
999,7.33,0,Ariane LINTON,,USA,6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2023,1107
999,7.33,0,Maria Valeria BISERICESCU,31 JAN 2003,ROU,1,"Sala de Atletism Ioan Soter, Bucureşti (ROU) (i)",18 FEB 2023,1107
999,7.33,0,BreeAna BATES,,USA,2h2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",24 FEB 2023,1107
999,7.33,0,Marie-ange RIMLINGER,31 DEC 2001,FRA,3h1,"Coque Sport Center, Luxembourg (LUX) (i)",21 JAN 2024,1107
999,7.33,0,Victory GODAH,09 DEC 2002,NGR,2,"Gately Indoor TF Center, Chicago, IL (USA) (i)",09 FEB 2024,1107
999,7.33,0,Alba BORRERO,24 SEP 1998,ESP,1,"Centro de Tecnificación de Atletismo, Antequera (ESP) (i)",10 FEB 2024,1107
999,7.33,0,Helene PARISOT,17 DEC 1992,FRA,4,"Stadium Miramas Métropole, Miramas (FRA) (i)",17 FEB 2024,1107
999,7.33,0,Chloé RABAC,08 MAY 2005,SUI,1h1,"Athletik Zentrum, St. Gallen (SUI) (i)",17 FEB 2024,1107
999,7.33,0,Carlotta FEDRIGA,02 MAY 2004,ITA,3,"Palaindoor Ancona, Ancona (ITA) (i)",18 FEB 2024,1107
999,7.33,0,Serena CLARK,05 DEC 2001,USA,2h4,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1107
999,7.33,0,Columba EFFIONG,,USA,1h3,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",23 FEB 2024,1107
999,7.33,0,Sydney HAWKINS,,USA,4,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",24 FEB 2024,1107
1073,7.34,0,Lyudmila MASLAKOVA,26 JUL 1952,URS,3h2,"Scandinavium, Göteborg (SWE) (i)",10 MAR 1974,1104
1073,7.34,0,Rita BOTTIGLIERI,29 JUN 1953,ITA,3,"Velódromo de Anoeta, San Sebastián (ESP) (i)",13 MAR 1977,1104
1073,7.34,0,Christelle BULTEAU,23 JUL 1963,FRA,3,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",19 JAN 1985,1104
1073,7.34,0,Katrin HENKE,30 SEP 1969,GDR,3,Senftenberg (GER) (i),06 FEB 1988,1104
1073,7.34,0,Jennifer INNISS,21 NOV 1959,USA,3,"Inglewood, CA (USA) (i)",19 FEB 1988,1104
1073,7.34,0,Martha GROSSENBACHER,31 AUG 1959,SUI,1,Magglingen (SUI) (i),05 FEB 1989,1104
1073,7.34,0,Monika SPIČKOVÁ,26 APR 1967,TCH,5sf1,"Kelvin Hall, Glasgow (GBR) (i)",03 MAR 1990,1104
1073,7.34,0,Melinda SERGENT,19 DEC 1972,USA,4,"Fairfax, VA (USA) (i)",22 FEB 1997,1104
1073,7.34,0,Nadezhda LAVYGINA,1974,RUS,5,Moskva (RUS) (i),06 JAN 1998,1104
1073,7.34,0,Shekera WESTON,17 OCT 1977,USA,1,"Clemson, SC (USA) (i)",04 DEC 1998,1104
1073,7.34,0,Birgit ROCKMEIER,29 NOV 1973,GER,h,Halle (GER) (i),31 JAN 1999,1104
1073,7.34,0,Olga POVTARYOVA,06 DEC 1973,RUS,2,Moskva (RUS) (i),10 FEB 1999,1104
1073,7.34,0,Doris DERUEL,13 NOV 1977,FRA,sf,Liévin (FRA) (i),12 FEB 1999,1104
1073,7.34,0,Stacian BROWN,17 DEC 1977,JAM,1,"Roxbury, MA (USA) (i)",28 FEB 1999,1104
1073,7.34,0,Sonia WILLIAMS,12 JUL 1979,ANT,3,"Ames, IA (USA) (i)",22 JAN 2000,1104
1073,7.34,0,Julia O'NEAL,10 DEC 1978,USA,1,"Clemson, SC (USA) (i)",19 JAN 2001,1104
1073,7.34,0,Amaris BUCHANAN,23 AUG 1980,USA,1,Air Force Academy (USA) (i),27 JAN 2001,1104
1073,7.34,0,Kanisa WILLIAMS,20 NOV 1979,USA,2h2,"Lexington, KY (USA) (i)",24 FEB 2001,1104
1073,7.34,0,Ebony SHOTWELL,27 JAN 1982,USA,9h,"Fayetteville, AR (USA) (i)",08 MAR 2002,1104
1073,7.34,0,Ara TOWNS,26 MAR 1983,USA,2,"Iowa City, IA (USA) (i)",29 FEB 2004,1104
1073,7.34,0,Yekaterina KONDRATYEVA,08 APR 1982,RUS,4h1,Moskva (RUS) (i),23 JAN 2005,1104
1073,7.34,0,Katherine ENDACOTT,29 JAN 1980,GBR,2,Sheffield (GBR) (i),13 FEB 2005,1104
1073,7.34,0,Vukosava ĐAPIĆ,21 JAN 1978,SCG,3,Peania (GRE) (i),20 FEB 2005,1104
1073,7.34,0,Wang MAN,09 OCT 1976,CHN,2,Beijing (CHN) (i),06 MAR 2005,1104
1073,7.34,0,Frauke PENEN,20 FEB 1985,BEL,1,Gent (BEL) (i),29 JAN 2006,1104
1073,7.34,0,Ilona PUNKKINEN,28 OCT 1982,FIN,1,Lahti (FIN) (i),12 FEB 2006,1104
1073,7.34,0,Affoué Amandine ALLOU,29 AUG 1980,CIV,2,Belfast (GBR) (i),19 FEB 2006,1104
1073,7.34,0,Angel PERKINS-MCLEAN,05 OCT 1984,USA,2h,"Flagstaff, AZ (USA) (i)",20 JAN 2007,1104
871,7.31,0,Anna BOGDANOVYCH,14 OCT 1983,BLR,1,Mogilyov (BLR) (i),02 FEB 2008,1114
871,7.31,0,Genevieve THIBAULT,25 OCT 1986,CAN,1,Windsor (CAN) (i),12 MAR 2009,1114
871,7.31,0,Digna Luz MURILLO,22 MAY 1981,ESP,1,Valencia (ESP) (i),20 FEB 2011,1114
871,7.31,0,Kataryna GANCHAR,30 AUG 1988,BLR,3,Mogilyov (BLR) (i),10 FEB 2012,1114
871,7.31,0,Viktoriya KASHEYEVA,07 MAY 1989,UKR,1,Sumy (UKR) (i),18 FEB 2012,1114
871,7.31,0,Annabelle LEWIS,20 MAR 1989,GBR,1er1,Lee Valley (GBR) (i),27 JAN 2013,1114
871,7.31,0,Hayley MILLS-JONES,04 SEP 1988,GBR,2f1,Wien (AUT) (i),29 JAN 2013,1114
871,7.31,0,Adella KING,1990,USA,3,"Geneva, OH (USA) (i)",02 MAR 2013,1114
871,7.31,0,Iveta MAZÁČOVÁ,15 DEC 1986,CZE,1,Praha (CZE) (i),15 FEB 2014,1114
871,7.31,0,Marta JESCHKE,02 JUN 1986,POL,1,Sopot (POL) (i),22 FEB 2014,1114
1073,7.34,0,Cathleen TSCHIRCH,23 JUL 1979,GER,3,Leipzig (GER) (i),17 FEB 2007,1104
1073,7.34,0,Ashley LODREE,22 OCT 1985,USA,1,"Seattle, WA (USA) (i)",24 FEB 2007,1104
1073,7.34,0,Gabriela LALEVA,14 APR 1990,BUL,1,Athina (GRE) (i),09 FEB 2008,1104
1073,7.34,0,Nicole WHITMAN,09 NOV 1980,USA,2,"Ames, IA (USA) (i)",16 FEB 2008,1104
1073,7.34,0,Vincenza CALÍ,15 OCT 1983,ITA,1,Genova (ITA) (i),24 FEB 2008,1104
1073,7.34,0,Wanda HUTSON,08 JAN 1985,TTO,1f2,Air Force Academy (USA) (i),14 FEB 2009,1104
1073,7.34,0,Cherrelle GARRETT,07 MAY 1989,USA,1f2,"Seattle, WA (USA) (i)",14 FEB 2009,1104
1073,7.34,0,Iwona ZIÓŁKOWSKA,10 OCT 1980,POL,1f1,Spala (POL) (i),21 FEB 2009,1104
1073,7.34,0,Maria Aurora SALVAGNO,03 MAR 1986,ITA,3h2,"Oval Lingotto, Torino (ITA) (i)",07 MAR 2009,1104
1073,7.34,0,Ashleigh NELSON,20 FEB 1991,GBR,3,Birmingham (GBR) (i),05 FEB 2011,1104
1073,7.34,0,Dominique DUNCAN,07 MAY 1990,USA,2,"College Station, TX (USA) (i)",12 FEB 2011,1104
1073,7.34,0,Yelizaveta DEMIROVA,14 AUG 1987,RUS,1sf1,Moskva (RUS) (i),16 FEB 2011,1104
1073,7.34,0,Leena GÜNTHER,16 APR 1991,GER,2,Leipzig (GER) (i),26 FEB 2011,1104
1073,7.34,0,Judith RILEY,04 NOV 1988,JAM,1,"Albuquerque, NM (USA) (i)",12 MAR 2011,1104
1073,7.34,0,Yelena SOKOLOVA,23 JUL 1986,RUS,1,Belgorod (RUS) (i),29 JAN 2012,1104
1073,7.34,0,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,5,Aubiére (FRA) (i),25 FEB 2012,1104
1073,7.34,0,Carolyn MOLL,10 OCT 1990,GER,1sf1,Karlsruhe (GER) (i),25 FEB 2012,1104
1073,7.34,0,Mercedes JACKSON,12 NOV 1993,USA,2,"University Park, PA (USA) (i)",25 JAN 2013,1104
1073,7.34,0,Yelena CHERNYAYEVA,19 SEP 1988,RUS,2sf1,Moskva (RUS) (i),12 FEB 2013,1104
1073,7.34,0,Kineke ALEXANDER,21 FEB 1986,VIN,6,"Houston, TX (USA) (i)",17 JAN 2014,1104
1073,7.34,0,Nicole DAVIS,01 SEP 1986,USA,3h1,"Albuquerque, NM (USA) (i)",22 FEB 2014,1104
1073,7.34,0,Cindy ROLEDER,21 AUG 1989,GER,1,Chemnitz (GER) (i),07 FEB 2015,1104
1073,7.34,0,Cevon JONES,,USA,1h3,"Birmingham, AL (USA) (i)",13 MAR 2015,1104
1073,7.34,0,Gabrielle FARQUHARSON,12 DEC 1992,USA,3,"Geneva, OH (USA) (i)",27 FEB 2016,1104
1073,7.34,0,Quanera HAYES,07 MAR 1992,USA,2,"Clemson, SC (USA) (i)",07 JAN 2017,1104
1073,7.34,0,Lara MATHEIS,02 AUG 1992,GER,4sf1,Leipzig (GER) (i),18 FEB 2017,1104
1073,7.34,0,Keshia Beverly KWADWO,10 JUL 1999,GER,1h,Halle (GER) (i),04 MAR 2017,1104
1073,7.34,0,Persis WILLIAM-MENSAH,15 JUN 1996,GHA,1f7,"Flagstaff, AZ (USA) (i)",19 JAN 2018,1104
1073,7.34,0,Courtne DAVIS,19 JUN 1996,USA,1,"Colorado Springs, CO (USA) (i)",27 JAN 2018,1104
1073,7.34,0,Payton STUMBAUGH,29 NOV 1995,USA,1,"Lubbock, TX (USA) (i)",02 FEB 2018,1104
1073,7.34,0,Sindija BUKŠA,14 DEC 1997,LAT,1,Kuldiga (LAT) (i),19 JAN 2019,1104
1073,7.34,0,Tiffani JOHNSON,,USA,1sf1,"Lubbock, TX (USA) (i)",01 FEB 2019,1104
1073,7.34,0,Jasmin REED,20 FEB 1999,USA,1h1,"Albuquerque, NM (USA) (i)",09 FEB 2019,1104
1073,7.34,0,Kiriaki SAMANI,24 JUL 1995,GRE,1f1,"Ambelokipi Athletic Centre, Thessaloniki (GRE) (i)",01 FEB 2020,1104
1073,7.34,0,Ciara HOLBACK,,USA,1,"Gilliam Indoor Track, College Station, TX (USA) (i)",08 FEB 2020,1104
1073,7.34,0,Aitana RODRIGO,15 MAR 2000,ESP,1,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP) (i)",15 FEB 2020,1104
1073,7.34,0,Megan GRABOWSKI,,USA,1h2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",28 FEB 2020,1104
1073,7.34,0,Gabrielle MCDONALD,14 MAR 1998,JAM,2h2,"Lied Recreation Center, Ames, IA (USA) (i)",28 FEB 2020,1104
1073,7.34,0,Cecilia FRANCIS,17 SEP 1996,NGR,1,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",13 FEB 2021,1104
1073,7.34,0,Marcela PÍRKOVÁ,25 JAN 1996,CZE,1,"Vitkovice, Ostrava (CZE) (i)",20 FEB 2021,1104
1073,7.34,0,Klaudia ADAMEK,22 MAR 1999,POL,2,"Arena, Toruń (POL) (i)",20 FEB 2021,1104
1073,7.34,0,Cynthia REINLE,06 MAY 2000,SUI,4,"Halle End der Welt, Magglingen (SUI) (i)",20 FEB 2021,1104
1073,7.34,0,Adriana GĄSIOR,20 OCT 2001,POL,6,"Atlas Arena, Łódź (POL) (i)",11 FEB 2022,1104
1073,7.34,0,Amya CLARKE,10 SEP 1999,SKN,1,"Kent State FH, Kent, OH (USA) (i)",26 FEB 2022,1104
1073,7.34,0,Odell FRYE,,USA,2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",26 FEB 2022,1104
1073,7.34,0,Iantha WRIGHT,12 MAY 2000,TTO,1,"Sanford Jackrabbit Athletic Complex, Brookings, SD (USA) (i)",05 MAR 2022,1104
1073,7.34,0,Laila CAMPBELL,29 OCT 2005,USA,3,"Armory Track&Field Center, New York, NY (USA) (i)",11 MAR 2022,1104
1073,7.34,0,Zoë SEDNEY,15 DEC 2001,NED,5,"Omnisport, Apeldoorn (NED) (i)",18 FEB 2023,1104
1073,7.34,0,Hilary GODE,21 DEC 2003,FRA,3,"Stadium Jean-Pellez, Aubiére (FRA) (i)",18 FEB 2023,1104
1073,7.34,0,Rani VINCKE,01 MAR 2000,BEL,1,"Topsporthal Vlaanderen, Gent (BEL) (i)",24 FEB 2023,1104
1073,7.34,0,Taylor HERBERT,,USA,2h3,"Norton Sports Center, Louisville, KY (USA) (i)",24 FEB 2023,1104
1073,7.34,0,Beyonce DEFREITAS,09 MAR 2001,IVB,1h2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2023,1104
1073,7.34,0,Dawn RICHARDSON WILSON,26 SEP 1999,CAN,1,"Field House, Saskatoon (CAN) (i)",25 FEB 2023,1104
1073,7.34,0,Nya BUSSEY,,USA,5,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",25 FEB 2023,1104
1073,7.34,0,Dinedye DENIS,18 OCT 2000,USA,1h6,"Dempsey Indoor, Seattle, WA (USA) (i)",25 FEB 2023,1104
1073,7.34,0,Azariyah BRYANT,,USA,2,"Illinois-Armory, Champaign, IL (USA) (i)",06 JAN 2024,1104
1073,7.34,+2.0,Sam GEDDES,04 JUN 1997,AUS,2,"Kerryn McCann Athletic Centre, Wollongong (AUS)",13 JAN 2024,1104
1073,7.34,0,Pierrick-linda MOULIN,12 FEB 2001,GAB,1h1,"Stadium Jean-Pellez, Aubiére (FRA) (i)",03 FEB 2024,1104
1073,7.34,0,Emma VAN CAMP,11 OCT 2004,SUI,4,"Athletik Zentrum, St. Gallen (SUI) (i)",17 FEB 2024,1104
1073,7.34,0,Elvira TANDERUD,25 MAR 2004,SWE,1,"Tybblelundshallen, Örebro (SWE) (i)",25 FEB 2024,1104
1073,7.34,0,Trinity BARNETT,,USA,1,"The Podium, Spokane, WA (USA) (i)",26 FEB 2024,1104
1162,7.35,0,Tatyana VOROKHOBKO,05 DEC 1950,URS,2sf1,"Rondo, Katowice (POL) (i)",09 MAR 1975,1101
1162,7.35,0,Chantal RÉGA,07 AUG 1955,FRA,4,"Velódromo de Anoeta, San Sebastián (ESP) (i)",13 MAR 1977,1101
1162,7.35,0,Petra SHARP,02 APR 1954,FRG,5,"Palazzo dello Sport, Milano (ITA) (i)",12 MAR 1978,1101
1162,7.35,0,Heike MORGENSTERN,13 DEC 1962,GDR,2,Jablonec (TCH) (i),14 FEB 1987,1101
1162,7.35,0,Valya DEMIREVA,23 AUG 1961,BUL,3,Budapest (HUN) (i),28 FEB 1988,1101
1162,7.35,0,Carmen BLAY,31 JUL 1973,ESP,5sf2,"Velódromo Luis Puig, Valencia (ESP) (i)",27 FEB 1998,1101
1162,7.35,0,Xiao LIN,22 FEB 1978,CHN,1,Yokohama (JPN) (i),28 FEB 1998,1101
1162,7.35,0,Brandi BERNERT,19 AUG 1978,USA,2,Air Force Academy (USA) (i),30 JAN 1999,1101
1162,7.35,0,LaTasha JENKINS,19 DEC 1977,USA,1,"Bowling Green, OH (USA) (i)",27 FEB 1999,1101
1162,7.35,0,Marzena PAWLAK,26 MAY 1971,POL,2,Valencia (ESP) (i),19 FEB 2000,1101
1162,7.35,0,Olena KRASOVSKA,17 AUG 1976,UKR,1,Kyiv (UKR) (i),19 JAN 2001,1101
1162,7.35,0,Céline THELAMON,01 MAR 1979,FRA,3,Liévin (FRA) (i),17 FEB 2001,1101
1162,7.35,0,Aichun LIU,07 JUN 1979,CHN,h,Beijing (CHN) (i),20 FEB 2001,1101
1162,7.35,0,Mariya NAZAROVA,1977,RUS,2,Moskva (RUS) (i),26 JAN 2002,1101
1162,7.35,0,Tameka BORDERS,16 FEB 1974,USA,1h1,"West Lafayette, IN (USA) (i)",18 JAN 2003,1101
1162,7.35,0,Jakki BAILEY,04 OCT 1984,USA,1,"Seattle, WA (USA) (i)",01 FEB 2003,1101
1162,7.35,0,Kadiatou CAMARA,04 MAY 1981,MLI,1,Moskva (RUS) (i),23 FEB 2003,1101
1162,7.35,0,Susan BURNSIDE-DEACON,03 FEB 1980,GBR,2,Birmingham (GBR) (i),01 MAR 2003,1101
1162,7.35,0,Irina SHEPETYUK,13 FEB 1982,UKR,4,Sumy (UKR) (i),21 FEB 2004,1101
1162,7.35,0,Wyllesheia MYRICK,21 NOV 1979,USA,6,"Fayetteville, AR (USA) (i)",11 FEB 2005,1101
1162,7.35,0,Esther DANKWAH,25 JUN 1982,GHA,1h2,Luxembourg (LUX) (i),27 JAN 2006,1101
1162,7.35,0,Patrice BEASLEY,,USA,2,"South Bend, IN (USA) (i)",04 MAR 2006,1101
1162,7.35,0,Jenna HARRIS,28 JAN 1985,USA,1,"Champaign, IL (USA) (i)",25 FEB 2007,1101
1162,7.35,0,Iwona BRZEZIŃSKA,04 MAY 1986,POL,2,Luxembourg (LUX) (i),19 JAN 2008,1101
1162,7.35,0,Lina JACQUES-SÉBASTIEN,10 APR 1985,FRA,2sf2,Bordeaux (FRA) (i),16 FEB 2008,1101
1162,7.35,0,Anna GUROVA,29 APR 1981,RUS,2f1,Krasnodar (RUS) (i),17 JAN 2009,1101
1162,7.35,0,Jasmine BALDWIN-FOSS,27 SEP 1986,USA,1f1,"Flagstaff, AZ (USA) (i)",30 JAN 2010,1101
1162,7.35,0,Claire BRADY,29 JAN 1987,IRL,1,Belfast (GBR) (i),07 FEB 2010,1101
1162,7.35,0,Grecia BOLTON,02 OCT 1989,USA,1h2,"Houston, TX (USA) (i)",26 FEB 2010,1101
1162,7.35,0,Janika MARTELL,31 OCT 1985,JAM,2h2,"Albuquerque, NM (USA) (i)",12 MAR 2010,1101
1162,7.35,0,Kasey RODGERS,03 APR 1990,USA,1,"South Bend, IN (USA) (i)",05 MAR 2011,1101
1162,7.35,0,Anna YEGOROVA,25 FEB 1987,RUS,1,Krasnodar (RUS) (i),29 JAN 2012,1101
1162,7.35,0,Darshay DAVIS,23 SEP 1991,USA,4,"Birmingham, AL (USA) (i)",03 MAR 2012,1101
1162,7.35,0,Erica PEAKE,20 FEB 1991,USA,1,"Blacksburg, VA (USA) (i)",02 MAR 2013,1101
1162,7.35,0,Latoya KING,25 APR 1989,JAM,1h2,"Birmingham, AL (USA) (i)",08 MAR 2013,1101
1162,7.35,0,Francesca OKWARA,24 JUL 1988,USA,2,"Houston, TX (USA) (i)",14 FEB 2014,1101
1162,7.35,0,Andressa FIDELIS,20 JAN 1994,BRA,3er,Sâo Caetano do Sul (BRA) (i),16 FEB 2014,1101
1162,7.35,0,JoAnn BLAKNEY,09 AUG 1992,USA,1,"Birmingham, AL (USA) (i)",01 MAR 2014,1101
1162,7.35,0,Kamaria BROWN,21 DEC 1992,USA,1,"College Station, TX (USA) (i)",17 JAN 2015,1101
1162,7.35,0,Tristie JOHNSON,20 NOV 1993,USA,3,"New York, NY (USA) (i)",31 JAN 2015,1101
1162,7.35,0,SheKara MARTIN,14 SEP 1994,USA,5,"Fayetteville, AR (USA) (i)",13 FEB 2015,1101
1162,7.35,0,Diamond GAUSE,04 APR 1994,USA,1,"Albuquerque, NM (USA) (i)",07 MAR 2015,1101
1162,7.35,0,India BROWN,29 JAN 1996,USA,1,"Clemson, SC (USA) (i)",09 JAN 2016,1101
1162,7.35,0,Louise BLOOR,21 SEP 1985,GBR,1,Wien (AUT) (i),30 JAN 2016,1101
1162,7.35,0,Janina KÖLSCH,30 MAR 1991,GER,8,Leipzig (GER) (i),27 FEB 2016,1101
1162,7.35,0,Carmiesha COX,16 MAY 1995,BAH,2,"West Lafayette, IN (USA) (i)",28 JAN 2017,1101
1162,7.35,0,Sabria HADLEY,01 JAN 1995,USA,2f1,"South Bend, IN (USA) (i)",25 FEB 2017,1101
1162,7.35,0,Melanise CHAPMAN,28 APR 1991,USA,3h2,"Albuquerque, NM (USA) (i)",05 MAR 2017,1101
1162,7.35,0,Diani WALKER,14 JUL 1995,GBR,1,Lee Valley (GBR) (i),13 JAN 2018,1101
1162,7.35,0,Risqat FABUNMI-ALADE,25 MAR 1994,GBR,1,Lee Valley (GBR) (i),13 JAN 2018,1101
1162,7.35,0,Pamela DUTKIEWICZ,28 SEP 1991,GER,3,Dortmund (GER) (i),21 JAN 2018,1101
1162,7.35,0,Brena ANDREWS,22 MAY 1995,USA,1,"Flagstaff, AZ (USA) (i)",16 FEB 2018,1101
1162,7.35,0,Finette AGYAPONG,01 FEB 1997,GBR,3sf2,Birmingham (GBR) (i),17 FEB 2018,1101
1162,7.35,0,Angelina STARODUBOVA,11 OCT 1998,RUS,1,St. Petersburg (RUS) (i),20 FEB 2018,1101
1162,7.35,0,Ebony CARR,21 JAN 1999,GBR,1er1,"Loughborough University Indoor Track, Loughborough (GBR) (i)",11 JAN 2020,1101
1162,7.35,0,Brooke RAGLIN,04 JUN 1999,USA,1,"Loftus Sports Center, Notre Dame, IN (USA) (i)",25 JAN 2020,1101
1162,7.35,0,Dajour MILES,25 JUL 2001,USA,5sf2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",14 FEB 2020,1101
1162,7.35,0,Ona ROSSELL,19 FEB 1998,ESP,2,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP) (i)",15 FEB 2020,1101
1162,7.35,0,Amuru PATTERSON,1999,USA,2h3,"Loftus Sports Center, Notre Dame, IN (USA) (i)",28 FEB 2020,1101
1162,7.35,0,Trudy-Ann WILLIAMSON,29 SEP 1997,JAM,1,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",02 MAR 2020,1101
1162,7.35,0,Corinna SCHWAB,05 APR 1999,GER,2f2,"Leichtathletikhalle im Sportforum, Chemnitz (GER) (i)",22 JAN 2021,1101
1162,7.35,0,Hope Eghonghon ESEKHEIGBE,21 NOV 2001,ITA,1,"Palaindoor, Padova (ITA) (i)",16 JAN 2022,1101
